STT,Trang,Thời gian đánh giá,Tên,Nội dung,Phân loại,Lượt thích bình luận,Số sao,URL
77,16,01 Jun 2024,O***aVerified Purchase,"Chất lượng hàng hóa rất tốt, tốc độ vận chuyển hậu cần không tồi, hàng hóa được đóng gói chắc chắn, không hư hỏng.","Color Family:Black, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
78,16,24 May 2024,R***dVerified Purchase,"Bất kể màu sắc hay số lượng, nó đều đáp ứng yêu cầu của đơn hàng tôi đã đặt, và sản phẩm trong tình trạng tốt.","Color Family:Black, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
79,16,06 Oct 2024,J***hVerified Purchase,"Hàng về nhanh và đẹp như mong đợi, cảm ơn","Color Family:Black, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
80,16,21 Aug 2024,H***gVerified Purchase,"Vải polyester chất lượng cao, Đa năng và dễ dàng tạo kiểu,  ","Nhóm Màu:Socola trắng, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
81,17,05 Jul 2024,P***yVerified Purchase,"Chất liệu tốt, màu sắc đẹp, kích thước không quá to hoặc quá nhỏ, dễ dàng mang theo","Color Family:Black, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
82,17,23 Apr 2024,E***nVerified Purchase,"Quán này tốt, đồ tốt và chất lượng, giao hàng nhanh và đóng gói cũng rất tốt, nếu có dịp mình sẽ quay lại quán này, xin cảm ơn","Color Family:Black, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
83,17,18 Apr 2024,K***aVerified Purchase,"Quán này tốt, đồ tốt và chất lượng, giao hàng nhanh và đóng gói cũng rất tốt, nếu có dịp mình sẽ quay lại quán này, xin cảm ơn","Color Family:White, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
84,17,26 Apr 2024,D***eVerified Purchase,"Gói hàng mình nhận được giống như hàng mình đặt, hàng gửi đi rất tốt và không có gì sai sót, nói chung là mình rất hài lòng về hàng hóa.","Color Family:Black, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
85,17,13 May 2024,V***eVerified Purchase,"Sản phẩm đáp ứng đúng mô tả, cửa hàng trả lời chat rất tốt và rất chăm sóc khách hàng, rất dễ thương","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
86,18,29 Apr 2024,D***aVerified Purchase,"Nói với các bạn, rất tuyệt, tốt trên mức tưởng tượng, tôi rất thích cửa hàng này, chắc chắn sẽ có lần sau","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
87,18,15 May 2024,A***aVerified Purchase,"Dịch vụ khách hàng giới thiệu sản phẩm rất tốt, thông tin trả lời nhanh và chi tiết, bạn sẽ không thất vọng nếu quyết tâm mua","Color Family:Black, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
88,18,22 Apr 2024,L***aVerified Purchase,"Bất kể màu sắc hay số lượng, nó đều đáp ứng yêu cầu của đơn hàng tôi đã đặt, và sản phẩm trong tình trạng tốt.","Color Family:Black, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
89,18,28 Apr 2024,H***tVerified Purchase,"Quán này tốt, đồ tốt và chất lượng, giao hàng nhanh và đóng gói cũng rất tốt, nếu có dịp mình sẽ quay lại quán này, xin cảm ơn","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
90,18,05 Jun 2024,Z***aVerified Purchase,"Đồ rất tốt, mình thích lắm, mình đã mua nhiều lần ở cửa hàng này rồi mà chất lượng vẫn như ngày nào","Color Family:Black, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
91,19,16 Apr 2024,K***yVerified Purchase,"Tốc độ giao hàng khá nhanh, chất lượng hàng hóa tốt hơn các cửa hàng bên ngoài và giá cả rẻ hơn","Color Family:White, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
92,19,12 Apr 2024,I***dVerified Purchase,"Đã nhận hàng, còn nguyên vẹn, size nhỏ vừa phải không to quá, màu y như màu đặt, chất lượng tốt.","Color Family:White, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
93,19,13 May 2024,D***sVerified Purchase,"Đã nhận hàng, còn nguyên vẹn, size nhỏ vừa phải không to quá, màu y như màu đặt, chất lượng tốt.","Color Family:Black, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
94,19,30 Apr 2024,K***tVerified Purchase,"Đóng gói rất gọn gàng, sản phẩm không hư hỏng, màu sắc như hình, chất lượng tương xứng với giá tiền","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
95,19,25 Nov 2024,Phạm L.Verified Purchase,áo hơi mỏng nha ,"Nhóm Màu:Đen, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
96,20,05 Jun 2024,Z***aVerified Purchase,"Hàng chất lượng cao, giá lại rẻ rất tiết kiệm, ai có nhu cầu thì giới thiệu cho shop này","Color Family:White, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
97,20,29 Sep 2024,0***4Verified Purchase,"Giá trị tuyệt vời cho giá cả,  ","Nhóm Màu:Trắng, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
98,20,29 May 2024,S***aVerified Purchase,"Tôi đã nhận được hàng, rất thích, không có sai sót, nhận được giống như hình trên hình","Color Family:Black, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
99,20,16 Jul 2024,M***nVerified Purchase,"áo đẹp y như hình mặt vào rất thoải mái ............


.......... ","Nhóm Màu:Socola trắng, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
100,20,17 Jul 2024,MếnVerified Purchase,áo rất đẹp vãi mền mặt rất thoải mái ........................ ,"Nhóm Màu:Đen, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
101,21,12 Jul 2024,C***.Verified Purchase,"Phù hợp để mặc hàng ngày, Chất liệu polyester chất lượng cao,  ","Nhóm Màu:Socola trắng, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
102,21,12 Jun 2024,T***aVerified Purchase,"Sản phẩm hoàn hảo, đúng với thông tin chi tiết sản phẩm mà cửa hàng mô tả","Color Family:White, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
103,21,15 Sep 2024,Pham N.Verified Purchase,"Hài lòng với sản phẩm và dịch vụ,  ","Nhóm Màu:Socola trắng, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
104,21,23 Apr 2024,M***yVerified Purchase,"Ai đang tìm đồ tốt với giá rẻ thì giới thiệu shop này, rồi bạn sẽ bị mê hoặc như mình","Color Family:Black, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
105,21,18 Apr 2024,H***aVerified Purchase,"Sản phẩm tốt, giao nhanh, nhân viên phục vụ tốt, sản phẩm đáng đồng tiền bát gạo","Color Family:White, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
106,22,17 Apr 2024,L***aVerified Purchase,"Mình đã nhận được rồi, hàng đã đầy đủ, giao hàng sẽ nhanh chóng, đáng đồng tiền bát gạo","Color Family:White, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
107,22,07 Nov 2024,Tú P.Verified Purchase,áo đẹp mà mỏng quá ,"Nhóm Màu:Trắng, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
108,22,03 Jun 2024,P***eVerified Purchase,"Chất lượng hàng tốt, mình đặt nhiều lần luôn có quà, quá tuyệt phải không nào?","Color Family:White, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
109,22,27 Jul 2024,Sau M.Verified Purchase,đã nhận được hàng áo đẹp lắm cảm ơn shop nhìu ❤️❤️ ,"Nhóm Màu:Socola trắng, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
110,22,29 May 2024,F***gVerified Purchase,"Hàng đã được nhận đúng hẹn, chất lượng hàng hóa rất tốt và giá cả rất phù hợp","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
111,23,21 May 2024,U***dVerified Purchase,"Chất lượng hàng hóa tốt, giá trị đồng tiền, tốc độ hậu cần và giao hàng","Color Family:Black, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
112,23,25 Sep 2024,Ngọc K.Verified Purchase,nhan vien kho chiu qua ,"Nhóm Màu:Đen, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
113,23,01 Aug 2024,Hon S.Verified Purchase,"Satisfied with the product and service,  ","Color Family:White, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
114,23,31 May 2024,N***eVerified Purchase,"Quá dễ thương, giá không mắc, rất hài lòng, sẽ đặt hàng đợt khác","Color Family:White, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
115,23,07 Sep 2024,Le P.Verified Purchase,Sự thoải mái: thoải mái ,"Nhóm Màu:Đen, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
116,24,09 Aug 2024,9***8Verified Purchase,"Giá trị tuyệt vời cho giá tiền,  ","Nhóm Màu:Socola trắng, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
117,24,22 Sep 2024,9***7Verified Purchase,Quá êm! ,"Nhóm Màu:Đen, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
118,24,27 Sep 2024,9***8Verified Purchase,Vừa vặn： ,"Nhóm Màu:Trắng, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
119,24,26 Sep 2024,A***.Verified Purchase,Vừa vặn： ,"Nhóm Màu:Trắng, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
120,24,24 Sep 2024,A***.Verified Purchase,Sự thoải mái:  dc ,"Nhóm Màu:Trắng, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
121,25,22 Apr 2024,H***yVerified Purchase,"Giá thực sự rất rẻ, và tốc độ giao hàng nhanh chóng, không thất vọng","Color Family:White, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
122,25,24 Apr 2024,B***yVerified Purchase,"Giao hàng nhanh chóng, hàng dễ thương mà giá cả vừa phải, thích lắm.","Color Family:Black, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
123,25,20 Apr 2024,I***eVerified Purchase,"Chất lượng sản phẩm, hình thức hay cách giao hàng, tất cả đều tuyệt","Color Family:White, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
124,25,15 Apr 2024,V***tVerified Purchase,"Tôi đã mua nó nhiều lần ở cửa hàng này, và giá cả rất phải chăng","Color Family:White, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
125,25,23 Apr 2024,L***aVerified Purchase,"Hàng có chất lượng cao, thời gian chờ hàng ngắn, chế độ hậu mãi tốt","Color Family:Black, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
126,26,03 Jun 2024,P***eVerified Purchase,"Giao đúng hàng, chất lượng tuyệt vời, bao bì rất tốt và dày","Color Family:Black, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
127,26,09 Jun 2024,Karaoke S.Verified Purchase,"Vừa vặn hoàn hảo theo bảng kích thước,  ","Nhóm Màu:Đen, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
128,26,20 Apr 2024,D***sVerified Purchase,"Hình thức đẹp, tốt hơn tôi nghĩ, rất đẹp, sẽ quay lại","Color Family:White, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
129,26,30 Aug 2024,M***.Verified Purchase,Đẹp nên mua  ,"Nhóm Màu:Socola trắng, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
130,26,25 Jul 2024,Vinh C.Verified Purchase,"Thoải mái khi mặc,  ","Nhóm Màu:Đen, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
131,27,05 May 2024,S***nVerified Purchase,"Sản phẩm mới, giá sản phẩm tốt, nên dùng","Color Family:Black, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
132,27,07 Jun 2024,D***nVerified Purchase,Hàng về nhanh và giao hàng cũng rất ok,"Color Family:Black, Size:Int:2XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
133,27,15 Jul 2024,trần Đ.Verified Purchase,"áo đẹp, đúng size ","Nhóm Màu:Đen, Size:Int:M",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
134,27,30 Jun 2024,0***7Verified Purchase,ok ,"Nhóm Màu:Socola trắng, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2609019507.html
135,27,25 Dec 2024,phan V.Verified Purchase,"Trung bình
 ","Nhóm Màu:Trắng, Size:Int:XL",0,3,https://www.lazada.vn/products/pdp-i2609019507.html
136,28,09 Dec 2024,A***sVerified Purchase,Fabric quality too bad - too thin not same as in the advertising  ,"Color Family:White, Size:Int:M",0,1,https://www.lazada.vn/products/pdp-i2609019507.html
137,28,23 Aug 2024,N***.Verified Purchase,"Vải mỏng, rất mỏng, không chất lượng cũng như không giống trong hình ","Nhóm Màu:Socola trắng, Size:Int:XL",0,1,https://www.lazada.vn/products/pdp-i2609019507.html
1,1,03 Apr 2025,g***tVerified Purchase,"Thiết kế thêu phong cách, Vừa vặn và thoải mái khi mặc, Cổ áo polo mát mẻ và thoáng khí,","Nhóm Màu:GHI, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
2,1,03 Apr 2025,g***tVerified Purchase,"Sự thoải mái:Sản xuất tại Việt Nam với chất lượng cao,","Nhóm Màu:Trắng, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
3,1,15 Feb 2025,N***TVerified Purchase,"Đa năng và dễ dàng tạo kiểu, Vừa vặn và thoải mái khi mặc, jjjjj","Nhóm Màu:GHI, Size:Int:M",2,5,https://www.lazada.vn/products/pdp-i2586355732.html
4,1,13 Feb 2025,t***hVerified Purchase,"Sự thoải mái:khó chịu
 Phong cách:bt
 Vừa vặn:bt","Nhóm Màu:GHI, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
5,1,10 Dec 2024,PhátVerified Purchase,"ik như hình Thiết kế thêu phong cách, Vừa vặn và thoải mái khi mặc, Đa năng và dễ dàng tạo kiểu,","Nhóm Màu:GHI, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
6,2,03 Dec 2024,N***.Verified Purchase,"Sản xuất tại Việt Nam với chất lượng cao, Có sẵn trong nhiều kích cỡ,  ","Nhóm Màu:GHI, Size:Int:XXL",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
7,2,27 Dec 2024,T***.Verified Purchase,ghhhghhhhhhhhjjhjhjjjjjjhhjjujjujjjjjjjjuuujuuju xu ,"Nhóm Màu:GHI, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
8,2,18 Mar 2025,phạm N.Verified Purchase,"Hoa văn tổ ong độc đáo, Hoa văn tổ ong độc đáo, Sản xuất tại Việt Nam với chất lượng cao, Sản xuất tại Việt Nam với chất lượng cao,  ","Nhóm Màu:GHI, Size:Int:XXL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
9,2,02 Mar 2025,T***.Verified Purchase,"Great fit and comfortable to wear, Perfect for casual summer outfits, Stylish embroidered design, Comfortable cotton blend fabric,  ","Color Family:GHI, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
10,2,27 Apr 2024,N***.Verified Purchase,"không ngờ áo giá rẻ mà chất lượng tốt thật. Form áo rộng đẹp, màu cũng xinh nữa. giao hàng nhanh nữa 💯 ","Nhóm Màu:GHI, Size:Int:XXL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
11,3,21 Feb 2025,H***aVerified Purchase,"Vải pha cotton thoải mái, Vừa vặn và thoải mái khi mặc, Vải thoáng khí cho những ngày hè nóng bức,  ","Nhóm Màu:GHI, Size:Int:XXL",2,5,https://www.lazada.vn/products/pdp-i2586355732.html
12,3,29 Apr 2024,N***.Verified Purchase,"áo chất đẹp, form rộng thoải mái, vải không nhăn. mình đã mua lại lần 2 ","Nhóm Màu:Trắng, Size:Int:3XL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
13,3,10 Feb 2025,NguyệnVerified Purchase,"Phong cách:  Vải thoáng khí cho những ngày hè nóng bức, Có sẵn trong nhiều kích cỡ,  ","Nhóm Màu:Xanh, Size:Int:XXL",2,5,https://www.lazada.vn/products/pdp-i2586355732.html
14,3,27 Dec 2024,N***.Verified Purchase,"Cổ áo polo mát mẻ và thoáng khí, Sản xuất tại Việt Nam với chất lượng cao, Vải pha cotton thoải mái,  ","Nhóm Màu:GHI, Size:Int:XXL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
15,3,11 Jan 2025,h***3Verified Purchase,"áo đẹp lắm á chất áo dày nhưng ko bị nực,from áo cx đẹp lắm ạ,áo i như hình mn nên mua nhé😎😎😎 ","Nhóm Màu:GHI, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
16,4,10 Dec 2024,HậuVerified Purchase,"Sản xuất tại Việt Nam với chất lượng cao, Có sẵn trong nhiều kích cỡ, Cổ áo polo mát mẻ và thoáng khí,  ","Nhóm Màu:GHI, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
17,4,20 Dec 2024,N***.Verified Purchase,áo chất vải xuất sắc nhe.. trong hình sao ở ngoài y chang luôn nhe.. k có j để chê luôn ,"Nhóm Màu:Xanh, Size:Int:3XL",2,5,https://www.lazada.vn/products/pdp-i2586355732.html
18,4,16 Feb 2025,T***rVerified Purchase,"bạn toi rất thích chiếc áo, chất vãi ok  ","Nhóm Màu:GHI, Size:Int:L",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
19,4,10 Dec 2024,anhnguyen17022008Verified Purchase,"Sự thoải mái:thoáng khí 
 Phong cách:đẹp 
 Vừa vặn:đúng theo size của bảng ","Nhóm Màu:GHI, Size:Int:XL",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
20,4,25 Oct 2024,N***.Verified Purchase,"tính đặt rộng một chút mặc cho thoải mái nhưng size L vừa khít, nam 1m60 nặng 5?
thời gian hẹn nhận hàng bị thay đổi không được báo 🙂 ","Nhóm Màu:GHI, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
21,5,26 Dec 2024,Huỳnh V.Verified Purchase,hanh ok hdhchchdjcjjcjfjcjfjcjf hdhchchchchvhhhchf jdhfhchc  ,"Nhóm Màu:GHI, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
22,5,28 Dec 2024,N***.Verified Purchase,"Sự thoải mái:
Sản xuất tại Việt Nam với chất lượng cao,  ","Nhóm Màu:GHI, Size:Int:3XL",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
23,5,23 Feb 2025,Lớn S.Verified Purchase,Vừa vặn： ,"Nhóm Màu:GHI, Size:Int:XXL",1,5,https://www.lazada.vn/products/pdp-i2586355732.html
24,5,18 Aug 2024,Phùng T.Verified Purchase,"Cổ áo polo mát mẻ và thoáng khí, Vải pha cotton thoải mái, Hoàn hảo cho trang phục mùa hè giản dị,  ","Nhóm Màu:GHI, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
25,5,19 Sep 2024,N***.Verified Purchase,Quá đẹp luôn . Giao quá nhanh cảm ơn shop giúp đỡ nhiệt tình 🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷 ,"Nhóm Màu:Trắng, Size:Int:L",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
26,6,01 Aug 2024,N***.Verified Purchase,"Chất liệu thoáng mát cho những ngày hè nóng bức, Vừa vặn và thoải mái khi mặc, Lý tưởng cho trang phục hè thường ngày,  ","Nhóm Màu:GHI, Size:Int:XL",0,5,https://www.lazada.vn/products/pdp-i2586355732.html
